circbank	hg19	hg38	aliasID	exonNumber	Exons	circType	splicedLength	Assembly	geneID	geneSymbol	bestTranscriptID	Biotype	Tissue	Age	samples	HighConfidence	source
hsa_WHAMM_0000400	chr15:83481854-83488240|+	chr15:82813102-82819488|+	hsa-WHAMM_0001	4.0	"83481854-83482028	83485443-83485594	83486671-83486841	83488074-83488240"	Exon-Exon	661	hg19	ENSG00000156232.6	WHAMM	ENST00000286760.4	protein_coding					
hsa_CHD2_0012000	chr15:93467550-93563488|+	chr15:92924320-93020258|+	hsa-CHD2_0387	36.0	"93467550-93467782	93470473-93470560	93472259-93472321	93480747-93480855	93482807-93482948	93485051-93485185	93486072-93486298	93487644-93487745	93489050-93489095	93489267-93489446	93492181-93492306	93496586-93496803	93498652-93498742	93499688-93499879	93510554-93510743	93514994-93515157	93515494-93515647	93518108-93518180	93521463-93521613	93522364-93522513	93524044-93524141	93524594-93524687	93527559-93527730	93528727-93528903	93534705-93534747	93536088-93536228	93540186-93540325	93540482-93540633	93541728-93541851	93543741-93543870	93545406-93545547	93547846-93547981	93552374-93552553	93555574-93555674	93557925-93558139	93563241-93563488"	Exon-Exon	5091	hg19	ENSG00000173575.14	CHD2	ENST00000394196.4	protein_coding					
hsa_CHD2_0045600	chr15:93540186-93545547|+	chr15:92996956-93002317|+	"hsa_circ_0036997	hsa_circCHD2_063	hsa-CHD2_0031"	5.0	"93540186-93540325	93540482-93540633	93541728-93541851	93543741-93543870	93545406-93545547"	Exon-Exon	683	hg19	ENSG00000173575.14	CHD2	ENST00000394196.4	protein_coding					
hsa_CHD2_0047800	chr15:93543741-93558139|+	chr15:93000511-93014909|+	"hsa_circ_0037002	hsa_circCHD2_068	hsa-CHD2_0085"	6.0	"93543741-93543870	93545406-93545547	93547846-93547981	93552374-93552553	93555574-93555674	93557925-93558139"	Exon-Exon	898	hg19	ENSG00000173575.14	CHD2	ENST00000394196.4	protein_coding					
hsa_HAGH_0001100	chr16:1859238-1859834|-	chr16:1809237-1809833|-	"hsa_circ_0105101	hsa_circHAGH_010	hsa-HAGH_0002"			Exon-Exon	225	hg19	ENSG00000063854.8	HAGH	ENST00000564445.1	protein_coding					
hsa_SMG1_0010600	chr16:18846213-18856973|-	chr16:18834891-18845651|-	"hsa_circ_0038258	hsa_circSMG1_059	hsa-SMG1_0028"	11.0	"18846213-18846486	18847254-18847534	18847681-18847854	18848574-18848765	18849335-18849554	18849678-18849788	18849872-18850011	18851019-18851268	18852886-18853116	18853529-18853776	18856750-18856973"	Exon-Exon	2334	hg19	ENSG00000157106.12	SMG1	ENST00000446231.2	protein_coding					
hsa_UQCRC2_0003500	chr16:21973780-21987564|+	chr16:21962459-21976243|+	"hsa_circ_0005690	hsa_circUQCRC2_018	hsa-UQCRC2_0004"	8.0	"21973780-21973837	21974081-21974206	21976728-21976826	21979948-21980006	21982845-21982941	21983243-21983443	21985216-21985297	21987487-21987564"	Exon-Exon	792	hg19	ENSG00000140740.6	UQCRC2	ENST00000268379.4	protein_coding					
hsa_SRRM2_0001000	chr16:2807472-2810500|+	chr16:2757471-2760499|+	"hsa_circ_0037563	hsa_circSRRM2_006	hsa-SRRM2_0001"	8.0	"2807472-2807580	2807781-2807946	2808470-2808548	2808985-2809048	2809140-2809173	2809352-2809403	2809569-2809662	2810301-2810500"	Exon-Exon	790	hg19	ENSG00000167978.12	SRRM2	ENST00000301740.8	protein_coding					
hsa_EIF3C_0001200	chr16:28743149-28743513|+	chr16:28731828-28732192|+	"hsa_circ_0005375	hsa_circEIF3C_009"	1.0	28743149-28743513	Exon-Exon	364	hg19	ENSG00000184110.10	EIF3C	ENST00000331666.6	protein_coding					
hsa_MVP_0002100	chr16:29845053-29847119|+	chr16:29833732-29835798|+	"hsa_circ_0003864	hsa_circMVP_007	hsa-MVP_0003"	3.0	"29845053-29845177	29845255-29845387	29847024-29847119"	Exon-Exon	351	hg19	ENSG00000013364.14	MVP	ENST00000357402.5	protein_coding					
hsa_CREBBP_0016200	chr16:3900297-3901010|-	chr16:3850296-3851009|-	"hsa_circ_0007637	hsa_circCREBBP_007	hsa-CREBBP_0001"	1.0	3900297-3901010	Exon-Exon	713	hg19	ENSG00000005339.8	CREBBP	ENST00000262367.5	protein_coding					
hsa_VPS35_0004200	chr16:46708225-46711310|-	chr16:46674313-46677398|-	"hsa_circ_0002500	hsa_circVPS35_010	hsa-VPS35_0005"	4.0	"46708225-46708374	46708475-46708572	46710494-46710604	46711226-46711310"	Exon-Exon	440	hg19	ENSG00000069329.11	VPS35	ENST00000299138.7	protein_coding					
hsa_PHKB_0008400	chr16:47531309-47644831|+	chr16:47497398-47610920|+	"hsa_circ_0002820	hsa_circPHKB_021	hsa-PHKB_0003"	13.0	"47531309-47531399	47533666-47533805	47536901-47537001	47545575-47545683	47549431-47549512	47581343-47581459	47614205-47614269	47621578-47621674	47622815-47623013	47627410-47627468	47628047-47628125	47630283-47630442	47644736-47644831"	Exon-Exon	1382	hg19	ENSG00000102893.11	PHKB	ENST00000455779.1	protein_coding					
hsa_LONP2_0007600	chr16:48311248-48337216|+	chr16:48277337-48303305|+	"hsa_circ_0008558	hsa_circLONP2_022	hsa-LONP2_0006"	4.0	"48311248-48311390	48329925-48330076	48333572-48333699	48337082-48337216"	Exon-Exon	554	hg19	ENSG00000102910.9	LONP2	ENST00000285737.4	protein_coding					
hsa_N4BP1_0000500	chr16:48580057-48596355|-	chr16:48546146-48562444|-	"hsa_circ_0105472	hsa_circN4BP1_006	hsa-N4BP1_0003"	5.0	"48580057-48580165	48581917-48582025	48585296-48585393	48587449-48587580	48594664-48596355"	Exon-Exon	2135	hg19	ENSG00000102921.3	N4BP1	ENST00000262384.3	protein_coding					
hsa_N4BP1_0001600	chr16:48587449-48596355|-	chr16:48553538-48562444|-	"hsa_circ_0105476	hsa_circN4BP1_003	hsa-N4BP1_0002"	2.0	"48587449-48587580	48594664-48596355"	Exon-Exon	1822	hg19	ENSG00000102921.3	N4BP1	ENST00000262384.3	protein_coding					
hsa_AMFR_0003300	chr16:56419830-56448256|-	chr16:56385918-56414344|-	"hsa_circ_0004120	hsa_circAMFR_005	hsa-AMFR_0001"	9.0	"56419830-56419934	56423096-56423287	56435644-56435755	56436896-56437030	56438820-56438953	56439115-56439156	56441875-56442028	56443335-56443500	56448163-56448256"	Exon-Exon	1125	hg19	ENSG00000159461.10	AMFR	ENST00000290649.5	protein_coding					
hsa_FAM192A_0001400	chr16:57197912-57207781|-	chr16:57164000-57173869|-	"hsa_circ_0006886	hsa_circFAM192A_003	hsa-FAM192A_0002"	5.0	"57197912-57197977	57201004-57201138	57206162-57206284	57206687-57206786	57207639-57207781"	Exon-Exon	562	hg19	ENSG00000172775.12	FAM192A	ENST00000564108.1	protein_coding					
hsa_NAE1_0001800	chr16:66842423-66844675|-	chr16:66808520-66810772|-	"hsa_circ_0105743	hsa_circNAE1_017	hsa-NAE1_0001"	4.0	"66842423-66842516	66842891-66842978	66844276-66844316	66844599-66844675"	Exon-Exon	296	hg19	ENSG00000159593.10	NAE1	ENST00000379463.2	protein_coding					
hsa_ATP6V0D1_0001400	chr16:67478430-67487618|-	chr16:67444527-67453715|-	"hsa_circ_0039834	hsa_circATP6V0D1_003	hsa-ATP6V0D1_0001"			Exon-Exon	474	hg19	ENSG00000159720.7	ATP6V0D1	ENST00000540149.1	protein_coding					
hsa_NFATC3_0004300	chr16:68155889-68157024|+	chr16:68121986-68123121|+	"hsa_circ_0005615	hsa_circNFATC3_003	hsa-NFATC3_0009"	1.0	68155889-68157024	Exon-Exon	1135	hg19	ENSG00000072736.14	NFATC3	ENST00000553077.1	retained_intron					
hsa_SLC7A6_0000400	chr16:68300495-68300624|+	chr16:68266592-68266721|+	"hsa_circ_0039943	hsa_circSLC7A6_004"	1.0	68300495-68300624	Exon-Exon	129	hg19	ENSG00000103064.9	SLC7A6	ENST00000566834.1	protein_coding					
hsa_CIRH1A_0005800	chr16:69189773-69201088|+	chr16:69155870-69167185|+	"hsa_circ_0007018	hsa_circCIRH1A_026	hsa-UTP4_0003"	6.0	"69189773-69189896	69190986-69191143	69194258-69194365	69196985-69197081	69199243-69199429	69200977-69201088"	Exon-Exon	780	hg19	ENSG00000141076.13	CIRH1A	ENST00000314423.7	protein_coding					
hsa_TERF2_0002300	chr16:69404385-69406258|-	chr16:69370482-69372355|-	"hsa_circ_0105829	hsa_circTERF2_003	hsa-TERF2_0004"	2.0	"69404385-69404532	69406171-69406258"	Exon-Exon	234	hg19	ENSG00000132604.6	TERF2	ENST00000566750.1	protein_coding					
hsa_ZFHX3_0005300	chr16:72991325-72994093|-	chr16:72957426-72960194|-	"hsa_circ_0007963	hsa_circZFHX3_007	hsa-ZFHX3_0002"	1.0	72991325-72994093	Exon-Exon	2768	hg19	ENSG00000140836.10	ZFHX3	ENST00000268489.5	protein_coding					
hsa_KLHDC4_0004500	chr16:87782278-87795646|-	chr16:87748672-87762040|-	"hsa_circ_0000724	hsa_circKLHDC4_004	hsa-KLHDC4_0001"	4.0	"87782278-87782415	87788799-87788898	87790004-87790083	87795554-87795646"	Exon-Exon	407	hg19	ENSG00000104731.9	KLHDC4	ENST00000270583.5	protein_coding					
hsa_ANKRD11_0010100	chr16:89484691-89488713|-	chr16:89418283-89422305|-	"hsa_circ_0004566	hsa_circANKRD11_006	hsa-ANKRD11_0009"	1.0	89484691-89488713	Intron-Exon-Intron	4022	hg19	ENSG00000167522.10	ANKRD11	ENST00000378330.2	protein_coding					
hsa_RP11-401O9.4_0000100	chr17:10204108-10206713|+	chr17:10300791-10303396|+	hsa-MYH13_0010			Intron-Intron	2605	hg19	ENSG00000273388.1	RP11-401O9.4	ENST00000609088.1	antisense					
hsa_YWHAE_0000800	chr17:1257504-1265302|-	chr17:1354210-1362008|-	"hsa_circ_0006105	hsa_circYWHAE_008	hsa-YWHAE_0008"	3.0	"1257504-1257641	1264385-1264592	1265195-1265302"	Exon-Exon	451	hg19	ENSG00000108953.12	YWHAE	ENST00000571732.1	protein_coding					
hsa_NCOR1_0007900	chr17:15960827-16024583|-	chr17:16057513-16121269|-	hsa-NCOR1_0067			Exon-Exon	4758	hg19	ENSG00000141027.16	NCOR1	ENST00000268712.3	protein_coding					
hsa_AKAP10_0011600	chr17:19861326-19861884|-	chr17:19958013-19958571|-	"hsa_circ_0004719	hsa_circAKAP10_008	hsa-AKAP10_0034"	1.0	19861326-19861884	Exon-Exon	558	hg19	ENSG00000108599.10	AKAP10	ENST00000225737.6	protein_coding					
hsa_SPECC1_0010300	chr17:20107645-20109225|+	chr17:20204332-20205912|+	"hsa_circ_0000745	hsa_circSPECC1_006	hsa-SPECC1_0001"	1.0	20107645-20109225	Exon-Exon	1580	hg19	ENSG00000128487.12	SPECC1	ENST00000395529.3	protein_coding					
hsa_USP22_0005900	chr17:20921254-20931987|-	chr17:21017941-21028674|-	"hsa_circ_0042472	hsa_circUSP22_005	hsa-USP22_0014"	4.0	"20921254-20921424	20922396-20922498	20924425-20924539	20931854-20931987"	Exon-Exon	519	hg19	ENSG00000124422.7	USP22	ENST00000476111.1	protein_coding					
hsa_WSB1_0003000	chr17:25630392-25638642|+	chr17:27303366-27311616|+	"hsa_circ_0005336	hsa_circWSB1_011	hsa-WSB1_0011"			Exon-Exon	2253	hg19	ENSG00000109046.10	WSB1	ENST00000467843.2	retained_intron					
hsa_SPAG5_0002100	chr17:26918715-26920084|-	chr17:28591697-28593066|-	"hsa_circ_0006686	hsa_circSPAG5_003	hsa-SPAG5_0001"	2.0	"26918715-26918890	26918999-26920084"	Exon-Exon	1260	hg19	ENSG00000076382.12	SPAG5	ENST00000321765.5	protein_coding					
hsa_NUFIP2_0002400	chr17:27613009-27614734|-	chr17:29285991-29287716|-	"hsa_circ_0106467	hsa_circNUFIP2_003	hsa-NUFIP2_0001"	1.0	27613009-27614734	Exon-Exon	1725	hg19	ENSG00000108256.4	NUFIP2	ENST00000225388.4	protein_coding					
hsa_LIG3_0000100	chr17:33310020-33310571|+	chr17:34983001-34983552|+	"hsa_circ_0007614	hsa_circLIG3_001	hsa-LIG3_0003"	1.0	33310020-33310571	Exon-Exon	551	hg19	ENSG00000005156.7	LIG3	ENST00000585941.1	protein_coding					
hsa_AATF_0000300	chr17:35310185-35311207|+	chr17:36952885-36953907|+	"hsa_circ_0004751	hsa_circAATF_003	hsa-AATF_0004"	2.0	"35310185-35310596	35311069-35311207"	Exon-Exon	549	hg19	ENSG00000108270.6	AATF	ENST00000225402.5	protein_coding					
hsa_SYNRG_0009900	chr17:35936438-35945538|-	chr17:37576340-37585430|-	"hsa_circ_0043297	hsa_circSYNRG_007	hsa-SYNRG_0007"	4.0	"35936438-35936516	35937477-35937711	35944755-35944867	35945432-35945538"	Exon-Exon	530	hg19	ENSG00000006114.11	SYNRG	ENST00000339208.6	protein_coding					
hsa_PIP4K2B_0002400	chr17:36933939-36943173|-	chr17:38777686-38786920|-	"hsa_circ_0043379	hsa_circPIP4K2B_004	hsa-PIP4K2B_0002"	6.0	"36933939-36934053	36934586-36934625	36935635-36935782	36936704-36936857	36940495-36940592	36943075-36943173"	Exon-Exon	648	hg19	ENSG00000141720.7	PIP4K2B	ENST00000269554.3	protein_coding					
hsa_ZZEF1_0011200	chr17:3969740-3976050|-	chr17:4066446-4072756|-	"hsa_circ_0004767	hsa_circZZEF1_033	hsa-ZZEF1_0023"	4.0	"3969740-3969834	3970456-3970536	3973977-3974218	3975901-3976050"	Exon-Exon	564	hg19	ENSG00000074755.10	ZZEF1	ENST00000381638.2	protein_coding					
hsa_PSMC3IP_0000300	chr17:40725124-40725641|-	chr17:42573106-42573623|-	hsa-PSMC3IP_0002			Exon-Exon	260	hg19	ENSG00000131470.10	PSMC3IP	ENST00000393795.3	protein_coding					
hsa_EZH1_0001900	chr17:40855757-40882936|-	chr17:42703739-42730918|-	"hsa_circ_0043892	hsa_circEZH1_007	hsa-EZH1_0010"	18.0	"40855757-40855838	40856619-40856701	40857105-40857201	40858024-40858203	40859975-40860101	40860893-40860934	40861863-40861955	40864306-40864503	40865226-40865407	40869993-40870085	40870471-40870635	40871122-40871225	40872290-40872467	40874812-40874933	40876322-40876442	40879652-40879781	40880842-40880970	40882845-40882936"	Exon-Exon	2200	hg19	ENSG00000108799.8	EZH1	ENST00000428826.2	protein_coding					
hsa_UBE2G1_0001300	chr17:4186092-4200109|-	chr17:4282797-4296814|-	"hsa_circ_0003239	hsa_circUBE2G1_015	hsa-UBE2G1_0003"	3.0	"4186092-4186216	4192524-4192703	4200011-4200109"	Exon-Exon	401	hg19	ENSG00000132388.8	UBE2G1	ENST00000572484.1	protein_coding					
hsa_EFCAB13_0008800	chr17:45438743-45492285|+	chr17:47361377-47414919|+	"hsa_circ_0106984	hsa_circC17orf57_011	hsa-EFCAB13_0035"	14.0	"45438743-45438887	45447802-45447874	45451837-45452332	45455131-45455269	45456547-45456619	45468802-45468946	45471390-45471465	45473199-45473343	45479497-45479569	45481243-45481387	45481927-45481999	45487012-45487057	45490138-45490282	45492213-45492285"	Exon-Exon	1833	hg19	ENSG00000178852.11	EFCAB13	ENST00000331493.2	protein_coding					
hsa_KPNB1_0005500	chr17:45741524-45745776|+	chr17:47664158-47668410|+	"hsa_circ_0000779	hsa_circKPNB1_030	hsa-KPNB1_0001"	3.0	"45741524-45741635	45742422-45742524	45745551-45745776"	Exon-Exon	438	hg19	ENSG00000108424.5	KPNB1	ENST00000290158.4	protein_coding					
hsa_SPAG9_0004200	chr17:49057106-49064598|-	chr17:50979745-50987237|-	"hsa_circ_0000785	hsa_circSPAG9_043	hsa-SPAG9_0049"	5.0	"49057106-49057278	49059884-49060033	49062283-49062351	49063058-49063139	49064472-49064598"	Exon-Exon	596	hg19	ENSG00000008294.16	SPAG9	ENST00000262013.7	protein_coding					
hsa_MBTD1_0004300	chr17:49278952-49280589|-	chr17:51201591-51203228|-	"hsa_circ_0107074	hsa_circMBTD1_019	hsa-MBTD1_0014"	4.0	"49278952-49279057	49279382-49279438	49280061-49280296	49280500-49280589"	Exon-Exon	485	hg19	ENSG00000011258.11	MBTD1	ENST00000586178.1	protein_coding					
hsa_NUP88_0003400	chr17:5292121-5302970|-	chr17:5388801-5399650|-	"hsa_circ_0041694	hsa_circNUP88_018	hsa-NUP88_0006"	4.0	"5292121-5292280	5294880-5294982	5298210-5298301	5302871-5302970"	Exon-Exon	451	hg19	ENSG00000108559.7	NUP88	ENST00000573584.1	protein_coding					
hsa_DHX33_0003500	chr17:5364258-5365866|-	chr17:5460938-5462546|-	"hsa_circ_0000740	hsa_circDHX33_007	hsa-DHX33_0001"	2.0	"5364258-5364429	5365638-5365866"	Exon-Exon	399	hg19	ENSG00000005100.8	DHX33	ENST00000225296.3	protein_coding					
hsa_RAD51C_0002800	chr17:56780556-56787351|+	chr17:58703195-58709990|+	"hsa_circ_0107199	hsa_circRAD51C_007	hsa-RAD51C_0007"	2.0	"56780556-56780690	56787219-56787351"	Exon-Exon	266	hg19	ENSG00000108384.10	RAD51C	ENST00000337432.4	protein_coding					
hsa_VMP1_0002200	chr17:57808781-57851305|+	chr17:59731420-59773944|+	"hsa_circ_0107278	hsa_circVMP1_009	hsa-VMP1_0032"	6.0	"57808781-57808883	57812698-57812834	57814813-57814904	57816197-57816308	57842331-57842499	57851114-57851305"	Intron-Exon-Intron	799	hg19	ENSG00000062716.6	VMP1	ENST00000262291.4	protein_coding					
hsa_VMP1_0007900	chr17:57842331-57851246|+	chr17:59764970-59773885|+	"hsa_circ_0004027	hsa_circVMP1_027	hsa-VMP1_0004"	2.0	"57842331-57842499	57851114-57851246"	Exon-Exon	300	hg19	ENSG00000062716.6	VMP1	ENST00000262291.4	protein_coding					
hsa_APPBP2_0003600	chr17:58538023-58543820|-	chr17:60460662-60466459|-	"hsa_circ_0044964	hsa_circAPPBP2_008	hsa-APPBP2_0014"	5.0	"58538023-58538148	58539170-58539276	58539354-58539422	58541381-58541471	58543651-58543820"	Exon-Exon	558	hg19	ENSG00000062725.5	APPBP2	ENST00000083182.3	protein_coding					
hsa_CCDC47_0003500	chr17:61841375-61843554|-	chr17:63764015-63766194|-	"hsa_circ_0006690	hsa_circCCDC47_002	hsa-CCDC47_0011"	3.0	"61841375-61841550	61842099-61842207	61843271-61843554"	Exon-Exon	566	hg19	ENSG00000108588.9	CCDC47	ENST00000403162.3	protein_coding					
hsa_TEX2_0005400	chr17:62289933-62291602|-	chr17:64212573-64214242|-	"hsa_circ_0006479	hsa_circTEX2_001	hsa-TEX2_0003"	1.0	62289933-62291602	Exon-Exon	1669	hg19	ENSG00000136478.3	TEX2	ENST00000258991.3	protein_coding					
hsa_CEP112_0015500	chr17:64049853-64092750|-	chr17:66053735-66096632|-	"hsa_circ_0107491	hsa_circCEP112_014	hsa-CEP112_0032"	6.0	"64049853-64049997	64059080-64059199	64062895-64062995	64066032-64066119	64092368-64092446	64092702-64092750"	Exon-Exon	576	hg19	ENSG00000154240.12	CEP112	ENST00000392769.2	protein_coding					
hsa_BPTF_0030000	chr17:65941524-65944422|+	chr17:67945408-67948306|+	"hsa_circ_0000798	hsa_circBPTF_066	hsa-BPTF_0046"			Exon-Exon	797	hg19	ENSG00000171634.12	BPTF	ENST00000580465.1	protein_coding					
hsa_ABCA5_0008100	chr17:67270083-67280213|-	chr17:69273942-69284072|-	"hsa_circ_0107593	hsa_circABCA5_011	hsa-ABCA5_0037"	3.0	"67270083-67270269	67273781-67273983	67280093-67280213"	Intron-Exon-Intron	508	hg19	ENSG00000154265.11	ABCA5	ENST00000392676.3	protein_coding					
hsa_GGA3_0002100	chr17:73238416-73239651|-	chr17:75242335-75243570|-	"hsa_circ_0003684	hsa_circGGA3_008	hsa-GGA3_0001"	4.0	"73238416-73238554	73238911-73238992	73239143-73239247	73239527-73239651"	Exon-Exon	447	hg19	ENSG00000125447.12	GGA3	ENST00000580799.1	protein_coding					
hsa_PGS1_0003900	chr17:76396757-76400170|+	chr17:78400676-78404089|+	hsa-PGS1_0007			Exon-Exon	701	hg19	ENSG00000087157.14	PGS1	ENST00000329897.7	protein_coding					
hsa_RPTOR_0002100	chr17:78599490-78617610|+	chr17:80625690-80643810|+	"hsa_circ_0046051	hsa_circRPTOR_003	hsa-RPTOR_0001"	2.0	"78599490-78599593	78617527-78617610"	Exon-Exon	186	hg19	ENSG00000141564.9	RPTOR	ENST00000570891.1	protein_coding					
hsa_FOXK2_0002100	chr17:80521229-80526077|+	chr17:82563353-82568201|+	"hsa_circ_0000816	hsa_circFOXK2_007	hsa-FOXK2_0001"	2.0	"80521229-80521424	80525929-80526077"	Exon-Exon	343	hg19	ENSG00000141568.15	FOXK2	ENST00000335255.5	protein_coding					
hsa_FOXK2_0002400	chr17:80521229-80545148|+	chr17:82563353-82587272|+	"hsa_circ_0046430	hsa_circFOXK2_010	hsa-FOXK2_0004"	7.0	"80521229-80521424	80525929-80526077	80529599-80529746	80540616-80540810	80541888-80542064	80543779-80544076	80544938-80545148"	Exon-Exon	1367	hg19	ENSG00000141568.15	FOXK2	ENST00000335255.5	protein_coding					
hsa_SPIRE1_0006100	chr18:12493070-12546903|-	chr18:12493071-12546904|-	"hsa_circ_0107900	hsa_circSPIRE1_005	hsa-SPIRE1_0006"	6.0	"12493070-12493200	12496014-12496101	12506475-12506640	12512452-12512530	12535474-12535600	12546672-12546903"	Exon-Exon	817	hg19	ENSG00000134278.10	SPIRE1	ENST00000409402.4	protein_coding					
hsa_CEP192_0001400	chr18:12999419-13008630|+	chr18:12999420-13008631|+	"hsa_circ_0000830	hsa_circCEP192_003	hsa-CEP192_0033"	3.0	"12999419-12999587	13001455-13001581	13008454-13008630"	Exon-Exon	470	hg19	ENSG00000101639.14	CEP192	ENST00000506447.1	protein_coding					
hsa_FAM210A_0000500	chr18:13666477-13682104|-	chr18:13666478-13682105|-	"hsa_circ_0107965	hsa_circFAM210A_006	hsa-FAM210A_0002"	3.0	"13666477-13666712	13671860-13671972	13681603-13682104"	Exon-Exon	848	hg19	ENSG00000177150.8	FAM210A	ENST00000402563.1	protein_coding					
hsa_FAM210A_0001300	chr18:13681603-13682104|-	chr18:13681604-13682105|-	"hsa_circ_0003979	hsa_circFAM210A_004	hsa-FAM210A_0001"	1.0	13681603-13682104	Exon-Exon	501	hg19	ENSG00000177150.8	FAM210A	ENST00000322247.3	protein_coding					
hsa_USP14_0004500	chr18:196636-204692|+	chr18:196636-204692|+	"hsa_circ_0005653	hsa_circUSP14_015	hsa-USP14_0009"	7.0	"196636-196767	197615-197696	198046-198132	199201-199316	202879-202945	203097-203190	204563-204692"	Exon-Exon	701	hg19	ENSG00000101557.10	USP14	ENST00000261601.7	protein_coding					
hsa_RBBP8_0000500	chr18:20516716-20529676|+	chr18:22936753-22949713|+	"hsa_circ_0108054	hsa_circRBBP8_001	hsa-RBBP8_0015"	3.0	"20516716-20516923	20526406-20526449	20529580-20529676"	Exon-Exon	346	hg19	ENSG00000101773.12	RBBP8	ENST00000581819.1	protein_coding					
hsa_B4GALT6_0002200	chr18:29218606-29246335|-	chr18:31638643-31666372|-	"hsa_circ_0108197	hsa_circB4GALT6_003	hsa-B4GALT6_0001"	4.0	"29218606-29218723	29225317-29225442	29237938-29238052	29246218-29246335"	Exon-Exon	473	hg19	ENSG00000118276.7	B4GALT6	ENST00000306851.5	protein_coding					
hsa_LPIN2_0006100	chr18:2951052-2960847|-	chr18:2951054-2960849|-	"hsa_circ_0007238	hsa_circLPIN2_001	hsa-LPIN2_0002"	3.0	"2951052-2951354	2954501-2954597	2960646-2960847"	Exon-Exon	599	hg19	ENSG00000101577.5	LPIN2	ENST00000584294.1	protein_coding					
hsa_PIK3C3_0015400	chr18:39607406-39629569|+	chr18:42027442-42049605|+	"hsa_circ_0007765	hsa_circPIK3C3_033	hsa-PIK3C3_0001"	8.0	"39607406-39607512	39609288-39609405	39613789-39613921	39617655-39617784	39618744-39618814	39620640-39620705	39623696-39623781	39629494-39629569"	Exon-Exon	779	hg19	ENSG00000078142.7	PIK3C3	ENST00000262039.4	protein_coding					
hsa_SMAD2_0010000	chr18:45394693-45423180|-	chr18:47868322-47896809|-	"hsa_circ_0047612	hsa_circSMAD2_004	hsa-SMAD2_0013"			Exon-Exon	618	hg19	ENSG00000175387.11	SMAD2	ENST00000591214.1	protein_coding					
hsa_POLI_0001900	chr18:51797729-51813781|+	chr18:54271359-54287411|+	"hsa_circ_0047721	hsa_circPOLI_008	hsa-POLI_0022"			Exon-Exon	846	hg19	ENSG00000101751.6	POLI	ENST00000406285.3	protein_coding					
hsa_ONECUT2_0000100	chr18:55143668-55146080|+	chr18:57476436-57478848|+	hsa-ONECUT2_0001	1.0	55143668-55146080	Exon-Exon	2412	hg19	ENSG00000119547.5	ONECUT2	ENST00000491143.2	protein_coding					
hsa_ENOSF1_0002400	chr18:683245-706578|-	chr18:683245-706578|-	"hsa_circ_0046681	hsa_circENOSF1_005	hsa-ENOSF1_0016"			Exon-Exon	676	hg19	ENSG00000132199.14	ENOSF1	ENST00000383578.3	protein_coding					
