circpedia	hg19	hg38	circname	gene_Ensembl	gene_Refseq	transcript_Ensembl	transcript_Refseq
CIRCHSA_CRY2_2	chr11:45883610-45893784|+	chr11:45862059-45872233|+	circCRY2(5-11)	ENSG00000121671.12	CRY2	ENST00000417225.6	CRY2-201
CIRCHSA_GDI2_2	chr10:5810175-5842668|-	chr10:5768212-5800705|-	circGDI2(2-8)	ENSG00000057608.17	GDI2	ENST00000380191.9	GDI2-203
CIRCHSA_RAB6A_15	chr11:73418464-73429935|-	chr11:73707419-73718890|-	circRAB6A(4,5,6)	ENSG00000175582.20	RAB6A	ENST00000310653.10	RAB6A-201
CIRCHSA_MAN2A1_2	chr5:109049220-109065214|+	chr5:109713519-109729513|+	circMAN2A1(2,3,4)	ENSG00000112893.10	MAN2A1	ENST00000261483.5	MAN2A1-201
CIRCHSA_NUP88_2	chr17:5292121-5302970|-	chr17:5388801-5399650|-	circNUP88(8-11)	ENSG00000108559.13	NUP88	ENST00000700529.1	NUP88-214
CIRCHSA_PDK1_44	chr2:173433468-173460751|+	chr2:172568740-172596023|+	circPDK1(7-11)	ENSG00000152256.14	PDK1	ENST00000410055.5	PDK1-203
CIRCHSA_SPATA5_67	chr4:123848788-123868643|+	chr4:122927633-122947488|+	circSPATA5(2-9)	ENSG00000145375.9	SPATA5	ENST00000274008.5	SPATA5-201
CIRCHSA_SPATA5_68	chr4:123848788-123900541|+	chr4:122927633-122979386|+	circSPATA5(2-10)	ENSG00000145375.9	SPATA5	ENST00000274008.5	SPATA5-201
CIRCHSA_LRPPRC_21	chr2:44139570-44153100|-	chr2:43912431-43925961|-	circLRPPRC(26-30)	ENSG00000138095.20	LRPPRC	ENST00000260665.12	LRPPRC-201
CIRCHSA_ETFA_12	chr15:76584771-76588078|-	chr15:76292430-76295737|-	circETFA(2,3,4)	ENSG00000140374.17	ETFA	ENST00000690610.1	ETFA-233
CIRCHSA_GSK3B_1	chr3:119582265-119595355|-	chr3:119863418-119876508|-	circGSK3B(8,9)	ENSG00000082701.17	GSK3B	ENST00000264235.13	GSK3B-201
CIRCHSA_GSK3B_2	chr3:119582265-119624699|-	chr3:119863418-119905852|-	circGSK3B(7,8,9)	ENSG00000082701.17	GSK3B	ENST00000264235.13	GSK3B-201
CIRCHSA_SPECC1_1	chr17:20107645-20109225|+	chr17:20204332-20205912|+	circSPECC1(4)	ENSG00000128487.19	SPECC1	ENST00000676570.1	SPECC1-221
CIRCHSA_SIN3A_25	chr15:75699395-75705386|-	chr15:75407054-75413045|-	circSIN3A(5-9)	ENSG00000169375.16	SIN3A	ENST00000394947.8	SIN3A-202
CIRCHSA_CHD8_4	chr14:21870115-21871822|-	chr14:21401956-21403663|-	circCHD8(17-20)	ENSG00000100888.15	CHD8	ENST00000430710.8	CHD8-201
CIRCHSA_RUNX1T1_54	chr8:93026806-93093521|-	chr8:92014578-92081293|-	circRUNX1T1(3-6)	ENSG00000079102.16	RUNX1T1	ENST00000613302.4	RUNX1T1-248
CIRCHSA_ZBTB46_3	chr20:62407030-62422143|-	chr20:63775677-63790790|-	circZBTB46(2,3)	ENSG00000130584.12	ZBTB46	ENST00000245663.9	ZBTB46-201
CIRCHSA_LTBP2_3	chr14:75016565-75022396|-	chr14:74549862-74555693|-	circLTBP2(4-8)	ENSG00000119681.12	LTBP2	ENST00000261978.9	LTBP2-201
CIRCHSA_TERF2_4	chr16:69404385-69406258|-	chr16:69370482-69372355|-	circTERF2(4,5)	ENSG00000132604.11	TERF2	ENST00000254942.8	TERF2-201
CIRCHSA_MID1_2	chrX:10534927-10535643|-	chrX:10566887-10567603|-	circMID1(2)	ENSG00000101871.17	MID1	ENST00000453318.6	MID1-208
CIRCHSA_MID1_3	chrX:10491131-10535643|-	chrX:10523091-10567603|-	circMID1(2,3)	ENSG00000101871.17	MID1	ENST00000453318.6	MID1-208
CIRCHSA_PCNX1_43	chr14:71511849-71524441|+	chr14:71045132-71057724|+	circPCNX1(20-26)	ENSG00000100731.16	PCNX1	ENST00000304743.7	PCNX1-201
CIRCHSA_SIRT5_1	chr6:13579682-13584457|+	chr6:13579450-13584225|+	circSIRT5(2,3)	ENSG00000124523.17	SIRT5	ENST00000680432.1	SIRT5-213
CIRCHSA_DENND5A_3	chr11:9225206-9229179|-	chr11:9203659-9207632|-	circDENND5A(2,3,4)	ENSG00000184014.9	DENND5A	ENST00000328194.8	DENND5A-201
CIRCHSA_DENND5A_7	chr11:9199678-9229179|-	chr11:9178131-9207632|-	circDENND5A(2-8)	ENSG00000184014.9	DENND5A	ENST00000328194.8	DENND5A-201
CIRCHSA_EIF3B_1	chr7:2400344-2404164|+	chr7:2360709-2364529|+	circEIF3B(3-7)	ENSG00000106263.19	EIF3B	ENST00000431643.5	EIF3B-204
CIRCHSA_NFATC3_1	chr16:68155889-68157024|+	chr16:68121986-68123121|+	circNFATC3(2)	ENSG00000072736.19	NFATC3	ENST00000553077.5	NFATC3-208
CIRCHSA_LATS1_5	chr6:149997395-150016357|-	chr6:149676259-149695221|-	circLATS1(3-7)	ENSG00000131023.13	LATS1	ENST00000543571.6	LATS1-207
CIRCHSA_CEP192_1	chr18:12999419-13008630|+	chr18:12999420-13008631|+	circCEP192(2,3,4)	ENSG00000101639.19	CEP192	ENST00000589596.5	CEP192-213
CIRCHSA_FBXO42_2	chr1:16632297-16641930|-	chr1:16305802-16315435|-	circFBXO42(2,3)	ENSG00000037637.11	FBXO42	ENST00000375592.8	FBXO42-201
CIRCHSA_PSME4_7	chr2:54122143-54128696|-	chr2:53895006-53901559|-	circPSME4(28-34)	ENSG00000068878.15	PSME4	ENST00000404125.6	PSME4-202
CIRCHSA_PUM1_11	chr1:31532050-31532424|-	chr1:31059203-31059577|-	circPUM1(2)	ENSG00000134644.16	PUM1	ENST00000424085.6	PUM1-205
