exorbase	hg19	hg38	circBase ID	Gene symbol	Gene type	Sample type	Tumor frequency of EVPs(Sample number)	Benign frequency of EVPs(Sample number)	Healthy frequency of EVPs(Sample number)	Urine frequency of EVPs(Sample number)	CSF frequency of EVPs(Sample number)	Bile frequency of EVPs(Sample number)	Tumor frequency(Sample number)	Healthy frequency(Sample number)	Urine frequency(Sample number)	CSF frequency(Sample number)	Tumor mean(EVPs)	Benign mean(EVPs)	Healthy mean(EVPs)	Urine mean(EVPs)	CSF mean(EVPs)	Bile mean(EVPs)	Tumor mean	Healthy mean	Urine mean	CSF mean	Diff group
exo_circ_033908	chr4:38828305-38831158|-	chr4:38826684-38829537|-	NA	TLR6	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.062(1552)	0.051(372)	0.041(244)	0.032(125)	0(5)	0(21)	0.094(385)	0.131(175)	0.133(30)	0(4)	1.704253	0.822581	0.315574	0.010396	0.0	0.0	0.548052	0.72	0.266667	0.0	EVPs in Bile(down);EVPs in BRCA(up);EVPs in MEL(down)
exo_circ_034189	chr4:41015599-41016415|-	chr4:41013582-41014398|-	hsa_circ_0005991	APBB2	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in CSF;EVPs in Urine	0.289(1552)	0.255(372)	0.242(244)	0.384(125)	0.2(5)	0.095(21)	0.073(385)	0.109(175)	0(30)	0(4)	9.902706	9.870968	9.872951	0.548597	45.8	1.380952	0.571429	0.954286	0.0	0.0	EVPs in MEL(down);EVPs in SCLC(up)
exo_circ_034453	chr4:47857075-47913011|-	chr4:47855058-47910994|-	NA	NFXL1	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.005(1552)	0(372)	0.004(244)	0.008(125)	0(5)	0(21)	0.036(385)	0.006(175)	0(30)	0(4)	0.032216	0.0	0.004098	0.000717	0.0	0.0	0.348052	0.051429	0.0	0.0	NA
exo_circ_034474	chr4:47896196-47913011|-	chr4:47894179-47910994|-	hsa_circ_0069660	NFXL1	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.049(1552)	0.054(372)	0.057(244)	0.072(125)	0(5)	0(21)	0.073(385)	0.069(175)	0.033(30)	0(4)	0.797036	1.362903	0.995902	0.01117	0.0	0.0	0.350649	0.228571	0.1	0.0	HCC(down);GC(up)
exo_circ_034724	chr4:52726708-52758017|+	chr4:51860542-51891851|+	NA	DCUN1D4	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.092(1552)	0.07(372)	0.07(244)	0.104(125)	0(5)	0(21)	0.278(385)	0.2(175)	0.067(30)	0(4)	1.590206	1.373656	2.233607	0.201959	0.0	0.0	1.875325	1.16	0.366667	0.0	EVPs in MEL(down);CHB(down);Urine(down)
exo_circ_034730	chr4:52729602-52744020|+	chr4:51863436-51877854|+	hsa_circ_0001410	DCUN1D4	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine;Urine	0.575(1552)	0.497(372)	0.459(244)	0.44(125)	0(5)	0.19(21)	0.805(385)	0.794(175)	0.467(30)	0(4)	25.820232	25.825269	18.29918	1.475772	0.0	2.0	117.994805	79.485714	10.733333	0.0	EVPs in CRC(up);EVPs in GBM(down);EVPs in MEL(down);EVPs in OV(up);EVPs in SCLC(up);EVPs in Urine(down);CHB(down);NSCLC(up);MM(up);Urine(down)
exo_circ_034731	chr4:52729602-52752804|+	chr4:51863436-51886638|+	hsa_circ_0007928	DCUN1D4	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine;Urine	0.273(1552)	0.258(372)	0.25(244)	0.352(125)	0(5)	0.048(21)	0.66(385)	0.554(175)	0.1(30)	0(4)	5.968428	6.532258	7.704918	0.485042	0.0	0.047619	9.535065	5.594286	1.766667	0.0	EVPs in GBM(down);EVPs in MEL(down);CHB(down);NSCLC(up);MM(up);Urine(down)
exo_circ_034733	chr4:52729602-52758017|+	chr4:51863436-51891851|+	hsa_circ_0007646	DCUN1D4	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine;Urine	0.499(1552)	0.465(372)	0.492(244)	0.528(125)	0(5)	0.19(21)	0.403(385)	0.32(175)	0.1(30)	0(4)	15.723582	18.16129	14.098361	3.223168	0.0	1.380952	1.755844	1.422857	1.5	0.0	EVPs in MEL(down);EVPs in OV(up);CHB(down)
exo_circ_034737	chr4:52729602-52780244|+	chr4:51863436-51914078|+	NA	DCUN1D4	protein coding gene	Blood;EVPs in Blood;Urine	0.008(1552)	0.008(372)	0(244)	0(125)	0(5)	0(21)	0.151(385)	0.069(175)	0.033(30)	0(4)	0.078608	0.056452	0.0	0.0	0.0	0.0	0.776623	0.274286	0.7	0.0	EVPs in HCC(up);CRC(up)
exo_circ_035301	chr4:73944358-73958017|-	chr4:73078641-73092300|-	hsa_circ_0006693	ANKRD17	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.114(1552)	0.099(372)	0.086(244)	0.176(125)	0(5)	0(21)	0.096(385)	0.029(175)	0(30)	0(4)	2.41817	2.303763	2.286885	0.129242	0.0	0.0	0.623377	0.245714	0.0	0.0	EVPs in Bile(down);EVPs in BRCA(up);EVPs in MEL(down);EVPs in Urine(down);CRC(up);MM(up)
exo_circ_036099	chr4:84188738-84200267|-	chr4:83267585-83279114|-	hsa_circ_0070272	COQ2	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.012(1552)	0.005(372)	0.008(244)	0.016(125)	0(5)	0(21)	0.034(385)	0.04(175)	0(30)	0(4)	0.208119	0.454301	0.081967	0.03832	0.0	0.0	0.075325	0.097143	0.0	0.0	NA
exo_circ_036261	chr4:87614739-87622954|+	chr4:86693586-86701801|+	hsa_circ_0007263	PTPN13	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine	0.05(1552)	0.027(372)	0.033(244)	0.352(125)	0(5)	0.048(21)	0.073(385)	0.029(175)	0(30)	0(4)	0.92268	0.889785	0.356557	0.608843	0.0	0.857143	0.38961	0.051429	0.0	0.0	EVPs in CRC(up);EVPs in Urine(up);CRC(up);NSCLC(up)
exo_circ_036324	chr4:88116475-88116842|-	chr4:87195323-87195690|-	hsa_circ_0002538	KLHL8	protein coding gene	Blood;CSF;EVPs in Blood;EVPs in Bile;EVPs in Urine;Urine	0.805(1552)	0.812(372)	0.844(244)	0.408(125)	0(5)	0.238(21)	0.512(385)	0.331(175)	0.4(30)	0.25(4)	105.909149	103.282258	90.987705	1.418112	0.0	2.047619	277.301299	110.251429	4.466667	0.25	EVPs in Bile(down);EVPs in GBM(down);EVPs in MEL(down);EVPs in OV(up);EVPs in Urine(down);CHB(down);CRC(up);ESCA(up);NSCLC(up);MM(down);GC(up)
exo_circ_037417	chr4:110580166-110585550|+	chr4:109659010-109664394|+	hsa_circ_0070660	MCUB	protein coding gene	Blood;EVPs in Blood	0.104(1552)	0.105(372)	0.041(244)	0(125)	0(5)	0(21)	0.119(385)	0.223(175)	0(30)	0(4)	2.621778	2.615591	0.5	0.0	0.0	0.0	1.14026	1.554286	0.0	0.0	EVPs in Benign(up);EVPs in BRCA(up);EVPs in CRC(up);EVPs in HCC(up);EVPs in OV(up);EVPs in SCLC(up);EVPs in Urine(down);CHB(down);ESCA(down);NSCLC(down);MM(up);Urine(down)
exo_circ_037660	chr4:120166491-120194863|+	chr4:119245336-119273708|+	hsa_circ_0070774	USP53	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine	0.017(1552)	0.011(372)	0.012(244)	0.056(125)	0(5)	0.095(21)	0.06(385)	0.057(175)	0(30)	0(4)	0.265464	0.25	0.377049	0.00921	0.0	0.190476	0.522078	0.194286	0.0	0.0	EVPs in Urine(down);Urine(down)
exo_circ_037932	chr4:123848788-123868643|+	chr4:122927633-122947488|+	NA	SPATA5	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.011(1552)	0.003(372)	0(244)	0.024(125)	0(5)	0(21)	0.021(385)	0.017(175)	0(30)	0(4)	0.186856	0.008065	0.0	0.004332	0.0	0.0	0.036364	0.417143	0.0	0.0	EVPs in CRC(up)
exo_circ_037933	chr4:123848788-123900541|+	chr4:122927633-122979386|+	NA	SPATA5	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine	0.084(1552)	0.086(372)	0.037(244)	0.144(125)	0(5)	0.048(21)	0.042(385)	0.017(175)	0(30)	0(4)	2.017397	1.545699	0.278689	0.19309	0.0	0.904762	0.415584	0.097143	0.0	0.0	EVPs in BRCA(up);EVPs in CRC(up);EVPs in HCC(up)
exo_circ_037937	chr4:123848791-123900541|+	chr4:122927636-122979386|+	NA	SPATA5	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.015(1552)	0.011(372)	0.004(244)	0.016(125)	0(5)	0(21)	0.021(385)	0.011(175)	0(30)	0(4)	0.132732	0.333333	0.172131	0.003545	0.0	0.0	0.075325	0.137143	0.0	0.0	EVPs in CRC(up)
exo_circ_038311	chr4:139135738-139163215|-	chr4:138214584-138242061|-	NA	SLC7A11	protein coding gene	Blood;EVPs in Blood	0.005(1552)	0.003(372)	0.008(244)	0(125)	0(5)	0(21)	0.01(385)	0.017(175)	0(30)	0(4)	0.069588	0.040323	0.102459	0.0	0.0	0.0	0.046753	0.034286	0.0	0.0	NA
exo_circ_038727	chr4:144464661-144465125|+	chr4:143543508-143543972|+	hsa_circ_0001445	SMARCA5	protein coding gene	Blood;CSF;EVPs in Blood;EVPs in Bile;EVPs in CSF;EVPs in Urine;Urine	0.957(1552)	0.976(372)	0.984(244)	0.784(125)	0.8(5)	0.429(21)	0.886(385)	0.909(175)	0.933(30)	0.25(4)	896.083119	803.389785	846.102459	22.872156	205.0	61.142857	5285.057143	3754.914286	196.9	2.0	EVPs in Bile(down);EVPs in CSF(down);EVPs in GBM(down);EVPs in KIRC(up);EVPs in MEL(down);EVPs in ML(down);EVPs in Urine(down);CHB(down);CRC(up);CSF(down);NSCLC(up);MM(up);Urine(down)
exo_circ_038922	chr4:146806829-146824367|-	chr4:145885677-145903215|-	hsa_circ_0002293	ZNF827	protein coding gene	EVPs in Blood;EVPs in CSF;EVPs in Urine;Urine	0.012(1552)	0.011(372)	0.008(244)	0.216(125)	0.2(5)	0(21)	0.003(385)	0(175)	0.2(30)	0(4)	0.221649	0.311828	0.020492	0.689725	47.6	0.0	0.002597	0.0	7.966667	0.0	EVPs in Urine(up);Urine(up)
exo_circ_039086	chr4:151023629-151023964|+	chr4:150102477-150102812|+	hsa_circ_0005480	DCLK2	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.218(1552)	0.177(372)	0.143(244)	0.216(125)	0(5)	0(21)	0.075(385)	0.131(175)	0(30)	0(4)	5.911082	5.932796	4.278689	0.188606	0.0	0.0	0.911688	2.862857	0.0	0.0	EVPs in Bile(down);EVPs in CRC(up);EVPs in MEL(down);CHB(down);CRC(down);ESCA(down);NSCLC(down);Urine(down)
exo_circ_039755	chr4:174169130-174169591|+	chr4:173247979-173248440|+	hsa_circ_0001458	GALNT7	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.198(1552)	0.18(372)	0.139(244)	0.088(125)	0(5)	0(21)	0.19(385)	0.166(175)	0(30)	0(4)	5.335052	5.002688	2.418033	0.125749	0.0	0.0	1.122078	0.965714	0.0	0.0	EVPs in Bile(down);EVPs in BRCA(up);EVPs in CRC(up);EVPs in HCC(up);EVPs in MEL(down);EVPs in SCLC(up);EVPs in Urine(down)
exo_circ_039756	chr4:174213258-174225269|+	chr4:173292107-173304118|+	NA	GALNT7	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.015(1552)	0.016(372)	0.012(244)	0.016(125)	0(5)	0(21)	0.065(385)	0.097(175)	0(30)	0(4)	0.318299	0.13172	0.114754	0.001201	0.0	0.0	0.392208	0.28	0.0	0.0	HCC(up)
exo_circ_039826	chr4:178274461-178274882|+	chr4:177353307-177353728|+	hsa_circ_0001459	NEIL3	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine;Urine	0.665(1552)	0.645(372)	0.648(244)	0.08(125)	0(5)	0.048(21)	0.808(385)	0.794(175)	0.367(30)	0(4)	37.625	46.551075	39.930328	0.172803	0.0	0.142857	119.32987	70.32	6.066667	0.0	EVPs in Bile(down);EVPs in GBM(down);EVPs in MEL(down);EVPs in ML(down);EVPs in Urine(down);CHB(down);CSF(down);NSCLC(up);MGUS(down);Urine(down)
exo_circ_039980	chr4:187627716-187630999|-	chr4:186706562-186709845|-	hsa_circ_0001461	FAT1	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in CSF;EVPs in Urine	0.015(1552)	0.003(372)	0(244)	0.552(125)	0.6(5)	0.143(21)	0.01(385)	0.023(175)	0(30)	0(4)	0.404639	0.043011	0.0	3.575074	105.6	1.047619	0.025974	0.097143	0.0	0.0	EVPs in CRC(up);EVPs in HCC(up);EVPs in Urine(up)
exo_circ_040019	chr5:619104-655699|+	chr5:618989-655584|+	NA	CEP72	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.004(1552)	0(372)	0(244)	0.008(125)	0(5)	0(21)	0.01(385)	0.006(175)	0(30)	0(4)	0.012887	0.0	0.0	0.004485	0.0	0.0	0.023377	0.011429	0.0	0.0	NA
exo_circ_040073	chr5:6604250-6605521|-	chr5:6604137-6605408|-	hsa_circ_0001466	NSUN2	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine;Urine	0.358(1552)	0.298(372)	0.254(244)	0.176(125)	0(5)	0.048(21)	0.706(385)	0.646(175)	0.2(30)	0(4)	11.501289	13.698925	8.704918	0.086382	0.0	1.047619	26.872727	21.388571	1.833333	0.0	EVPs in KIRC(up);EVPs in MEL(down);EVPs in OV(up);EVPs in Urine(down);CHB(down);CRC(up);NSCLC(up);MM(up);Urine(down)
exo_circ_040103	chr5:10213602-10224173|-	chr5:10213490-10224061|-	hsa_circ_0002753	NA	NA	Blood;EVPs in Blood;EVPs in Urine	0.083(1552)	0.073(372)	0.082(244)	0.2(125)	0(5)	0(21)	0.636(385)	0.526(175)	0(30)	0(4)	1.309923	1.548387	2.565574	0.164958	0.0	0.0	10.475325	7.525714	0.0	0.0	EVPs in MEL(down);EVPs in Urine(down);CHB(down);NSCLC(up);MM(up);Urine(down)
exo_circ_040147	chr5:13911494-13931353|-	chr5:13911385-13931244|-	NA	NA	NA	Blood;EVPs in Bile;EVPs in Urine;Urine	0(1552)	0(372)	0.008(244)	0.168(125)	0(5)	0.048(21)	0.005(385)	0.017(175)	0.1(30)	0(4)	0.0	0.0	0.110656	0.12918	0.0	0.095238	0.012987	0.062857	0.866667	0.0	NA
exo_circ_040167	chr5:14405956-14420130|+	chr5:14405847-14420021|+	hsa_circ_0008697	TRIO	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.012(1552)	0.013(372)	0.004(244)	0.008(125)	0(5)	0(21)	0.021(385)	0.023(175)	0(30)	0(4)	0.208763	0.11828	0.045082	0.010185	0.0	0.0	0.057143	0.102857	0.0	0.0	NA
exo_circ_040203	chr5:16779653-16783578|-	chr5:16779544-16783469|-	NA	MYO10	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine	0.276(1552)	0.218(372)	0.197(244)	0.432(125)	0(5)	0.143(21)	0.055(385)	0.029(175)	0(30)	0(4)	9.122423	7.849462	9.389344	1.167469	0.0	1.238095	1.0	0.514286	0.0	0.0	EVPs in MEL(down);EVPs in Urine(down);MM(up)
exo_circ_040210	chr5:21491429-21497305|+	chr5:21491320-21497196|+	NA	AC138951.2	lncRNA gene	Blood;CSF;EVPs in Blood;EVPs in Urine;Urine	0.006(1552)	0.003(372)	0(244)	0.208(125)	0(5)	0(21)	0.309(385)	0.326(175)	0.2(30)	0.25(4)	0.008376	0.002688	0.0	0.174458	0.0	0.0	1.890909	1.777143	1.066667	6.75	EVPs in Urine(up);CHB(down)
exo_circ_040486	chr5:34823060-34824596|+	chr5:34822955-34824491|+	NA	RAI14	protein coding gene	EVPs in Blood;EVPs in Urine	0.014(1552)	0.008(372)	0(244)	0.088(125)	0(5)	0(21)	0.003(385)	0.006(175)	0(30)	0(4)	0.292526	0.104839	0.0	0.056727	0.0	0.0	0.020779	0.022857	0.0	0.0	EVPs in CRC(up);EVPs in Urine(up)
exo_circ_040548	chr5:36953719-36986403|+	chr5:36953617-36986301|+	hsa_circ_0072162	NIPBL	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine	0.031(1552)	0.027(372)	0.02(244)	0.104(125)	0(5)	0.048(21)	0.044(385)	0.023(175)	0(30)	0(4)	0.634021	0.83871	0.295082	0.038267	0.0	0.095238	0.119481	0.114286	0.0	0.0	EVPs in NSCLC(up);EVPs in Urine(up);GC(up)
exo_circ_040554	chr5:36982266-36986403|+	chr5:36982164-36986301|+	NA	NIPBL	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine	0.543(1552)	0.473(372)	0.439(244)	0.392(125)	0(5)	0.048(21)	0.465(385)	0.286(175)	0(30)	0(4)	19.137887	20.370968	19.17623	0.941195	0.0	1.52381	37.062338	15.285714	0.0	0.0	EVPs in Bile(down);EVPs in GBM(down);EVPs in MEL(down);EVPs in Urine(down);CHB(down);CRC(up);ESCA(up);NSCLC(up);MM(down);GC(up);Urine(down)
exo_circ_040727	chr5:38510565-38530768|-	chr5:38510463-38530666|-	NA	LIFR	protein coding gene	Blood;EVPs in Blood;EVPs in CSF;EVPs in Urine	0.057(1552)	0.04(372)	0.029(244)	0.16(125)	0.2(5)	0(21)	0.06(385)	0.131(175)	0(30)	0(4)	1.160438	1.040323	0.368852	0.139685	1.0	0.0	0.246753	0.8	0.0	0.0	EVPs in BRCA(up);EVPs in HCC(up);EVPs in SCLC(up);Urine(down)
exo_circ_040911	chr5:40764615-40771965|-	chr5:40764513-40771863|-	hsa_circ_0003548	PRKAA1	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.176(1552)	0.129(372)	0.172(244)	0.096(125)	0(5)	0(21)	0.161(385)	0.223(175)	0.067(30)	0(4)	4.166237	2.623656	5.553279	0.051763	0.0	0.0	2.535065	4.017143	0.2	0.0	EVPs in Bile(down);EVPs in GBM(down);EVPs in KIRC(down);EVPs in MEL(down);EVPs in ML(down);EVPs in Urine(down);ESCA(down);NSCLC(down)
exo_circ_040913	chr5:40764615-40777688|-	chr5:40764513-40777586|-	hsa_circ_0001478	PRKAA1	protein coding gene	Blood;EVPs in Blood;EVPs in CSF;EVPs in Urine;Urine	0.237(1552)	0.199(372)	0.23(244)	0.168(125)	0.2(5)	0(21)	0.618(385)	0.446(175)	0.167(30)	0(4)	6.496778	6.827957	6.381148	0.082305	69.2	0.0	15.264935	9.845714	2.6	0.0	EVPs in Bile(down);EVPs in GBM(down);EVPs in MEL(down);EVPs in ML(down);EVPs in Urine(down);CHB(down);CRC(up);NSCLC(up);GC(up);Urine(down)
exo_circ_041014	chr5:43161350-43162033|+	chr5:43161248-43161931|+	hsa_circ_0072380	ZNF131	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in CSF;EVPs in Urine	0.564(1552)	0.503(372)	0.582(244)	0.328(125)	0.2(5)	0.095(21)	0.494(385)	0.417(175)	0(30)	0(4)	12.586985	11.153226	16.463115	0.318007	6.6	0.380952	67.685714	23.325714	0.0	0.0	EVPs in Bile(down);EVPs in GBM(down);EVPs in MEL(down);EVPs in ML(down);EVPs in NSCLC(down);EVPs in Urine(down);CHB(down);CRC(up);ESCA(up);NSCLC(up);MGUS(down);MM(down);GC(up);Urine(down)
exo_circ_041726	chr5:64466443-64492978|-	chr5:65170616-65197151|-	hsa_circ_0008667	ADAMTS6	protein coding gene	Blood;EVPs in Blood	0.033(1552)	0.051(372)	0.02(244)	0(125)	0(5)	0(21)	0.029(385)	0.046(175)	0(30)	0(4)	0.564433	1.38172	1.028689	0.0	0.0	0.0	0.2	0.28	0.0	0.0	NA
exo_circ_041738	chr5:64720352-64769779|-	chr5:65424525-65473952|-	NA	ADAMTS6	protein coding gene	Blood;EVPs in Blood	0.008(1552)	0.005(372)	0.008(244)	0(125)	0(5)	0(21)	0.112(385)	0.034(175)	0(30)	0(4)	0.067655	0.024194	0.02459	0.0	0.0	0.0	0.516883	0.08	0.0	0.0	CRC(up);GC(up)
exo_circ_041747	chr5:64755996-64769779|-	chr5:65460169-65473952|-	NA	ADAMTS6	protein coding gene	Blood	0.001(1552)	0.003(372)	0(244)	0(125)	0(5)	0(21)	0.031(385)	0.017(175)	0(30)	0(4)	0.000644	0.002688	0.0	0.0	0.0	0.0	0.051948	0.051429	0.0	0.0	CRC(up)
exo_circ_041829	chr5:65054393-65054653|+	chr5:65758566-65758826|+	hsa_circ_0072711	NLN	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine	0.027(1552)	0.024(372)	0.016(244)	0.032(125)	0(5)	0.048(21)	0.112(385)	0.051(175)	0(30)	0(4)	0.399485	0.287634	0.151639	0.008018	0.0	0.285714	0.490909	0.457143	0.0	0.0	MM(up)
exo_circ_041901	chr5:65307876-65319192|+	chr5:66012048-66023364|+	NA	ERBIN	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.048(1552)	0.027(372)	0.057(244)	0.008(125)	0(5)	0(21)	0.429(385)	0.291(175)	0(30)	0(4)	0.632088	0.52957	0.364754	0.000594	0.0	0.0	3.423377	2.411429	0.0	0.0	EVPs in Benign(down);CHB(down);CRC(up);NSCLC(up);GC(up);Urine(down)
exo_circ_042192	chr5:68470703-68471364|+	chr5:69174876-69175537|+	hsa_circ_0001495	CCNB1	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.154(1552)	0.113(372)	0.23(244)	0.248(125)	0(5)	0(21)	0.036(385)	0.171(175)	0(30)	0(4)	1.005799	0.467742	2.233607	0.139232	0.0	0.0	0.202597	1.017143	0.0	0.0	EVPs in Benign(down);EVPs in MEL(down);EVPs in ML(down);EVPs in NSCLC(down);EVPs in PDAC(down);CRC(down);ESCA(down);HCC(down);NSCLC(down);Urine(down)
exo_circ_042242	chr5:68590619-68607031|-	chr5:69294792-69311204|-	hsa_circ_0072780	CCDC125	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine;Urine	0.195(1552)	0.199(372)	0.131(244)	0.368(125)	0(5)	0.095(21)	0.53(385)	0.457(175)	0.533(30)	0(4)	4.856314	5.319892	2.405738	1.144035	0.0	0.952381	5.890909	5.24	5.2	0.0	EVPs in Benign(up);EVPs in BRCA(up);EVPs in CRC(up);EVPs in GBM(down);EVPs in HCC(up);EVPs in MEL(down);EVPs in Urine(down);CHB(down)
exo_circ_042718	chr5:74109664-74137504|-	chr5:74813839-74841679|-	hsa_circ_0007158	FAM169A	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine;Urine	0.122(1552)	0.108(372)	0.094(244)	0.24(125)	0(5)	0.048(21)	0.143(385)	0.143(175)	0.067(30)	0(4)	3.948454	3.516129	3.42623	0.287229	0.0	0.619048	0.467532	0.76	3.0	0.0	EVPs in OV(up);EVPs in Urine(down);CHB(down)
exo_circ_042965	chr5:76342171-76344812|+	chr5:77046346-77048987|+	NA	AC008581.2	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine;Urine	0.414(1552)	0.414(372)	0.389(244)	0.176(125)	0(5)	0.048(21)	0.216(385)	0.274(175)	0.433(30)	0(4)	14.404639	18.075269	10.463115	0.199442	0.0	0.619048	13.361039	13.468571	4.066667	0.0	EVPs in Bile(down);EVPs in BRCA(up);EVPs in GBM(down);EVPs in MEL(down);EVPs in Urine(down);CHB(down);ESCA(down);HCC(down);NSCLC(down);GC(up)
exo_circ_043097	chr5:78734832-78752841|-	chr5:79439009-79457018|-	hsa_circ_0006916	HOMER1	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in CSF;EVPs in Urine	0.278(1552)	0.285(372)	0.246(244)	0.52(125)	0.4(5)	0.048(21)	0.096(385)	0.126(175)	0(30)	0(4)	8.874356	11.935484	8.840164	2.120657	16.8	0.095238	2.251948	2.297143	0.0	0.0	EVPs in MEL(down);EVPs in OV(up);EVPs in Urine(down);CHB(down);ESCA(down);NSCLC(down);GC(down);Urine(down)
exo_circ_043225	chr5:80063751-80088663|+	chr5:80767932-80792844|+	hsa_circ_0073177	MSH3	protein coding gene	Blood;CSF;EVPs in Blood;EVPs in Urine;Urine	0.095(1552)	0.07(372)	0.061(244)	0.264(125)	0(5)	0(21)	0.174(385)	0.171(175)	0.067(30)	0.25(4)	2.132732	1.943548	0.692623	0.187429	0.0	0.0	0.805195	1.131429	0.366667	0.25	EVPs in CRC(up);EVPs in HCC(up);EVPs in Urine(down);CHB(down);Urine(down)
exo_circ_043896	chr5:93964515-93966448|+	chr5:94628810-94630743|+	hsa_circ_0073371	SLF1	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.273(1552)	0.245(372)	0.262(244)	0.168(125)	0(5)	0(21)	0.434(385)	0.32(175)	0(30)	0(4)	3.956186	3.456989	3.401639	0.175632	0.0	0.0	2.057143	1.737143	0.0	0.0	EVPs in Bile(down);EVPs in GBM(down);EVPs in MEL(down);EVPs in ML(down);EVPs in NSCLC(down);EVPs in OV(up);EVPs in Urine(down);CHB(down);Liver_Cirrhosis(up);MM(up);Urine(down)
exo_circ_043983	chr5:94204037-94248681|-	chr5:94868332-94912976|-	hsa_circ_0005540	MCTP1	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.288(1552)	0.196(372)	0.238(244)	0.016(125)	0(5)	0(21)	0.436(385)	0.149(175)	0(30)	0(4)	7.4375	6.010753	7.516393	0.001263	0.0	0.0	7.47013	1.691429	0.0	0.0	EVPs in MEL(down);EVPs in SCLC(up);EVPs in Urine(down);CHB(down);CRC(up);ESCA(up);NSCLC(up);MM(down);GC(up);Urine(down)
exo_circ_044002	chr5:94244955-94259726|-	chr5:94909250-94924021|-	hsa_circ_0008417	MCTP1	protein coding gene	Blood;EVPs in Blood;EVPs in CSF;EVPs in Urine	0.561(1552)	0.54(372)	0.52(244)	0.048(125)	0.2(5)	0(21)	0.169(385)	0.24(175)	0(30)	0(4)	12.649485	11.5	10.52459	0.012505	34.8	0.0	21.833766	19.165714	0.0	0.0	EVPs in Bile(down);EVPs in GBM(down);EVPs in MEL(down);EVPs in OV(up);EVPs in Urine(down);CHB(down);ESCA(down);NSCLC(down);MM(up);GC(down);Urine(down)
exo_circ_044095	chr5:95091099-95099324|+	chr5:95755395-95763620|+	hsa_circ_0007444	RHOBTB3	protein coding gene	Blood;CSF;EVPs in Blood;EVPs in Bile;EVPs in CSF;EVPs in Urine;Urine	0.784(1552)	0.763(372)	0.787(244)	0.76(125)	0.6(5)	0.095(21)	0.831(385)	0.817(175)	0.6(30)	0.25(4)	62.29317	56.830645	63.004098	15.793407	45.0	1.0	222.974026	166.697143	69.966667	0.5	EVPs in Bile(down);EVPs in GBM(down);EVPs in GC(down);EVPs in MEL(down);EVPs in ML(down);EVPs in Urine(down);CHB(down);CSF(down);MM(up)
exo_circ_044167	chr5:96320783-96364316|+	chr5:96985079-97028612|+	NA	LNPEP	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine;Urine	0.152(1552)	0.099(372)	0.148(244)	0.136(125)	0(5)	0.048(21)	0.369(385)	0.263(175)	0.067(30)	0(4)	3.419459	2.607527	3.79918	0.069935	0.0	0.047619	3.119481	1.571429	2.666667	0.0	EVPs in MEL(down);CHB(down);CRC(up);NSCLC(up)
